id,price
0,84.12766225938284
1,393.1039075594011
2,100.24556372287662
3,16.592480632597884
4,661.7186826439566
5,602.4494419665878
6,163.0191138148862
7,233.8128330930641
8,23.70775364451838
9,834.9472056944037
10,974.6905960485515
11,135.4595367946908
12,231.47521376529812
13,868.4095239469341
14,926.4637979561849
15,419.6273828068103
16,50.62247226907412
17,39.391833692819404
18,573.9498660690105
19,392.89510889317904
20,28.652427577654514
21,583.2523923125568
22,11.302536589022472
23,787.3719581492729
24,306.4328227033716
25,40.2580030092321
26,588.3522209831533
27,397.6844144330547
28,973.8004133571495
29,544.1986625037022
30,275.2391810370083
31,709.4388646339747
32,271.4920025427113
33,904.2432914075652
34,374.72197050737645
35,549.8685627762052
36,50.57310382422886
37,426.1212379522308
38,832.363539660995
39,805.6488053633419
40,224.31855885352624
41,226.07907101056267
42,817.3053122132368
43,930.3984201693255
44,95.36092127300356
45,450.0586394262253
46,337.454278964229
47,870.6884554574393
48,83.52491468001877
49,211.1259425580374
50,752.4683375864944
51,51.29384898121558
52,492.53538071428926
53,442.10703467972
54,334.40117898874865
55,394.57231531892376
56,529.9405869302329
57,161.3673583883831
58,571.9958782835928
59,805.4323292999863
60,760.160929790159
61,153.8999046937737
62,149.24946974147392
63,268.1743677449133
64,361.0747263410372
65,408.4555814084826
66,679.6972168333452
67,56.680432165835406
68,34.67270422606639
69,391.91056294390904
70,697.1636921379804
71,193.43534295648257
72,641.5044812562517
73,259.8281379402995
74,886.0861088135164
75,895.6899442666165
76,297.28720428132647
77,229.99375396324052
78,411.30397206623127
79,240.5315851801487
80,672.3838432917037
81,826.0646845482855
82,673.092130911217
83,824.3504472493495
84,396.9921622074741
85,156.31697070886085
86,737.9509473975921
87,360.4745051415539
88,671.2708252291325
89,270.6439419817657
90,81.22963480667266
91,992.5817954877634
92,156.2015079305993
93,988.420993963481
94,977.2799325664473
95,793.8181039080397
96,659.4229620819975
97,577.8070502510847
98,866.1015453778347
99,289.43952161948795
100,467.68121248487705
101,619.3899693665019
102,411.1904758694911
103,427.48645409026796
104,330.2846675020844
105,564.231816684536
106,850.574528015116
107,201.52837800631283
108,934.4330387534415
109,689.0876537482296
110,823.2732126800302
111,556.1906926300117
112,779.5167014240635
113,16.20039733946721
114,818.3804247795352
115,40.13885908536652
116,889.9133763628626
117,991.9627472386433
118,294.06746217677784
119,210.31855628579365
120,765.3633638580407
121,253.02634092025323
122,865.5623831722035
123,102.8425921574767
124,125.95519637935826
125,979.1515551006156
126,673.8388982700046
127,846.8872244289528
128,324.329377351518
129,676.4837495206044
130,594.2418273085972
131,603.150120122947
132,682.5324595377216
133,575.3591731290986
134,429.06236930266596
135,275.92269438054683
136,768.581330913202
137,226.2724300031862
138,692.3543061544142
139,233.33282264932663
140,625.3301699544539
141,747.078267129029
142,218.7138889065392
143,59.94330086130828
144,130.97374299417407
145,605.9969672710255
146,849.4464062257355
147,44.99682123542436
148,734.1512590416462
149,341.31864595005214
150,478.5283699195225
151,928.8595498455657
152,331.9715047358455
153,465.3369339394861
154,13.682414760681105
155,81.59872000483837
156,258.59159113478404
157,27.852240821074403
158,631.3753260482509
159,426.3983568016225
160,548.145202728022
161,174.64718589632955
162,295.9320294366161
163,663.8244748527251
164,965.3027236303998
165,50.4167736022092
166,890.3843208552661
167,576.8812013112084
168,563.9195667556237
169,500.27853520776034
170,69.39408590418338
171,89.87685173616067
172,600.912005659086
173,340.9585714355583
174,917.2680665776807
175,406.59053735947225
176,143.2814587026411
177,714.718833502036
178,293.35342144100986
179,525.4703073558932
180,697.83278550517
181,900.2641112020704
182,792.1911948016761
183,676.3610678727241
184,679.6331823951435
185,945.9246440320866
186,295.82409749653607
187,1.1120941961874076
188,271.9545593981987
189,217.891379626744
190,661.8345851139982
191,633.7115997655291
192,593.4613827047239
193,16.2434432094537
194,728.7780544506475
195,323.5304124854915
196,665.0559890066311
197,556.5784285021533
198,342.73092542790715
199,134.57626710410776
200,94.41889766048095
201,831.5183331122236
202,918.397542081558
203,649.7880467642996
204,103.43411486048338
205,402.02721688824073
206,728.9392001051572
207,779.8208840100681
208,118.2186222910886
209,0.03071884538241587
210,712.137045880605
211,356.59617598620565
212,254.48133161826024
213,12.89746978952544
214,540.2994067614997
215,851.1507354259818
216,957.6316462725879
217,565.7449506132892
218,514.4613277398942
219,85.05638548924111
220,548.8728015425997
221,379.97907896539465
222,607.1352808835769
223,388.7263478765467
224,240.29912345036675
225,94.9652752283765
226,314.91844458889574
227,96.64483428775227
228,176.89695082398393
229,987.3361585795459
230,444.1035569066186
231,531.8717665050166
232,873.6185287372153
233,995.5689004906878
234,582.7144493446815
235,812.4738210441717
236,326.94102433667524
237,305.7439574472911
238,402.7037209945602
239,672.5072626736492
240,682.1916892550987
241,315.2394346494508
242,133.2099241366287
243,632.3962564655086
244,128.32586218876452
245,578.49250822933
246,693.422128056309
247,700.6114963944516
248,753.4721106595968
249,872.8594215656645
250,499.9589919647884
251,730.2491895295711
252,619.1727353658367
253,186.63993979768256
254,25.68964486940817
255,284.54138567693377
256,443.0337063376194
257,617.1059444286562
258,849.9593305032054
259,196.24571670616564
260,125.54978989847709
261,963.4799474743276
262,108.04455937640711
263,478.49107010718916
264,585.5637287933018
265,541.3744209074382
266,86.0321570329432
267,57.02691400361937
268,105.48342746103567
269,585.5876838726125
270,544.3448876343211
271,233.74079203674424
272,637.7741418455915
273,820.0675020556494
274,41.57895984659377
275,498.12994354804243
276,689.3104121026903
277,252.31192706968707
278,307.7709052931491
279,613.6379029893839
280,897.9352934437369
281,809.9244203028993
282,583.1302190995835
283,730.2217177572492
284,364.8224702077987
285,640.9655280987578
286,466.181591127557
287,189.9361364575609
288,701.7382738772571
289,556.4646373488221
290,358.6215819535914
291,911.3391900786307
292,20.934117826733267
293,315.773151249496
294,56.881397777646555
295,766.5273162216272
296,702.1074541137926
297,331.352218736317
298,675.662902207073
299,395.93722619594985
300,756.2537914224343
301,454.1836627367061
302,412.2797278316656
303,934.729915488301
304,250.87909989070022
305,120.44733999656543
306,584.5431132594582
307,969.3218122841789
308,377.83921372718663
309,62.03676362878152
310,339.30526730956745
311,505.93165431955845
312,161.9230066322137
313,658.102218056492
314,997.7493890102006
315,451.73947598144383
316,354.72855673021263
317,400.70416683446666
318,115.14617839520113
319,883.2736014262238
320,414.82565552135196
321,387.27441142484133
322,659.6902729304743
323,442.03342093112354
324,648.2334688078461
325,61.4462901307875
326,813.7233437222275
327,940.5039528794026
328,648.7653861593859
329,954.5659288588107
330,151.4323143699633
331,477.4161894803537
332,601.8067339454473
333,581.7366474211867
334,401.46177908904326
335,338.0844093662614
336,126.8240225504188
337,391.7424505622782
338,162.66081510548514
339,734.3656764922184
340,208.83093549458997
341,58.56530528453385
342,552.3661378172343
343,595.2297327194016
344,871.9130612805055
345,576.9816124176818
346,345.4808537234457
347,803.0118815263205
348,540.2788931874211
349,79.28028463119175
350,565.8505603132467
351,908.0185454216623
352,396.31262549822054
353,296.32580189980007
354,143.46945701802005
355,151.4455219353573
356,432.7714843418189
357,595.6798241615295
358,80.61540516960176
359,939.5685890251657
360,755.1336174451959
361,586.6239182836626
362,828.4386709389909
363,80.18675681211329
364,476.8388777331244
365,630.0931268616634
366,828.6529061182893
367,783.4695600492677
368,277.06924971339964
369,940.8801695592043
370,124.34584143087035
371,875.1336186211521
372,970.9402496046185
373,177.15352322262555
374,722.0660642037852
375,40.28551877799846
376,405.42282513915495
377,516.2832991976741
378,580.6452259096341
379,935.9372482485595
380,672.2506872941947
381,481.277951219237
382,809.6750362658893
383,950.532820954409
384,22.066148682290844
385,982.5212722560387
386,86.13213906368034
387,814.3867792687613
388,280.33475255141246
389,132.17965775387174
390,439.8556397138349
391,643.9565794476135
392,380.951845023475
393,54.565408282698954
394,599.4611396587167
395,902.4032761106747
396,383.2153659472517
397,216.33277763082702
398,442.5773459328154
399,48.362711048780874
400,820.4875844802748
401,826.3408109501868
402,588.0004634296284
403,353.10288893838947
404,799.7833644457834
405,554.6870247883671
406,825.9323085500162
407,631.4587925830206
408,784.4054732127973
409,598.56299321776
410,414.1410682156662
411,957.9458599261376
412,541.1138248788448
413,605.0895185405384
414,220.48763941474925
415,625.6507894272764
416,571.6076494829439
417,184.83839794702496
418,59.58709735314371
419,604.3593197147711
420,763.6922693503205
421,523.4013709220083
422,226.7726253196457
423,666.521976693035
424,80.10572660960224
425,441.8337048019546
426,163.3667583984202
427,184.45905105988336
428,202.29394915820365
429,386.7070570439779
430,51.15020562039763
431,397.7934409290982
432,511.70744711470087
433,483.2942849663252
434,382.78410040304055
435,839.1466080707524
436,145.32669242050412
437,505.696743781374
438,62.04141695655429
439,71.15567887790975
440,573.8658496770963
441,566.018424887821
442,878.0335128444569
443,557.8736756600732
444,959.7910204048502
445,48.69484839992977
446,98.00768478074107
447,44.065861570381394
448,185.27685033354
449,541.2701109416781
450,645.572181427428
451,45.585157948668794
452,945.9708898455993
453,842.1653766503811
454,296.61248215709315
455,77.18753022646796
456,169.88707321905727
457,126.94441375497267
458,123.28377929894685
459,518.561688665734
460,245.84744249340028
461,358.13971652914444
462,989.5053333843224
463,684.3142489253447
464,948.9806670470014
465,142.5565550331156
466,382.13947483256925
467,554.7318032823542
468,76.75806188873801
469,4.187443627957865
470,670.4343337969175
471,641.8195168014354
472,410.7888099996118
473,489.6440760320326
474,415.4430005920896
475,24.005044844888857
476,335.37160621746244
477,177.08225539728983
478,98.42418910136874
479,956.7204338893498
480,599.3597250421656
481,728.6562842366027
482,315.36374326611747
483,393.1471294940152
484,236.92399389672346
485,96.96567096542475
486,179.0316374415838
487,797.5140452964858
488,677.5458051837759
489,546.9288759854769
490,475.0898728667681
491,922.4342836561244
492,72.7349477786684
493,280.600813237916
494,349.937853570714
495,782.4258122127878
496,992.5146201619714
